gid,id_no,name,name_other,components,part_of,rec_type,rec_note,country,state_prov,latitude,longitude,loc_note,dep_type,dep_note,dep_form,commods,hree_note,lree_note,ree_ratio,ree,status,stat_note,ree_mins,sig_mins,oth_mins,age_mzn,age_ma,host_age,hage_ma,host_lith,host_unit,assoc_rock,alteration,company,comments,ref_list,discov_yr,expl_note,mine_meth,p_status,pstat_note,p_years,p_refs,p_note,rr_ore_mt,rr_treo_mt,rr_treogrd,rr_ree_grd,rr_cutoff,rr_hm_mt,rr_hm_pct,rr_min_mt,rr_min_pct,rr_mon_mt,rr_mon_pct,rr_oth_grd,rr_yr_est,rr_refs,rr_regcode,rr_note,region,geom
2679,7408.00000000,unnamed,,,,site(?),,Kyrgyzstan,Ysyk-Köl,42.8173000000,78.0822000000,,other igneous deposit,greisen,,"W, REE(?)",,,,,Showing(?),,,,,Paleogene(?),,,,granite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D0EEC9C342855340B08251499D684540
2680,7409.00000000,unnamed,,,,site(?),,Kyrgyzstan,Jalal-Abad,41.5190000000,70.8790000000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000CC4B378941B85140E84F8D976EC24440
2681,7411.00000000,Yarkhich,,,,intrusion or complex,,Tajikistan,Region of Republican Subordination,39.2667000000,70.7000000000,"Seltmann and others (2012) give location as 39.7667N, 70.7987E which would place the site in Kyrgyzstan, but it is believed to be in error based on the limited information available.",alkaline igneous,peralkaline igneous-associated,,REE,,,,,Occurrence,,allanite,"apatite, zircon, titanite, magnetite",,Triassic,230 Ma,Triassic,,"nepheline syenite, peralkaline syenite, quartz syenite",,,,,,Kogarko and others (1995); Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D0CCCCCCCCAC5140F8EBC03923A24340
2682,7413.00000000,Ahungalla,,,,district or area,,Sri Lanka,Dakunu Palata,6.31230000000,80.0298000000,,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,thorianite,,,,,,,,,,,,Peiris (2013),,,,No production(?),,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000F45A423EE8015440002A3A92CB3F1940
2683,7414.00000000,Aluthgama,,,,district or area,,Sri Lanka,Dakunu Palata,6.43390000000,79.9923000000,,shoreline placer,,,REE,,,,,Occurrence,,monazite,thorianite,,,,,,,,,,,,Peiris (2013),,,,No production(?),,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000008CF4DBD781FF534040F0164850BC1940
2684,7415.00000000,Balangoda,Ambalangoda,"includes Teldeniya, Nugatenna, Balangoda, Denagama, Nuwara Eliya, Ambalawa, Ratnapura, Buluhela Oya, Hikkaduwa and others",,district or area,,Sri Lanka,Sabaragamuwa Palata,6.66670000000,80.6940000000,Estimated location.,other igneous deposit,"pegmatites, dikes",,"GEM, REE, Th",,,,,Occurrence,,monazite,"zircon, thorianite, beryl, moonstone (feldspar)","feldspar, quartz",,,,,pegmatite,,metasediment,,,,Dissanayake and others (2000); Overstreet (1967),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000028DBF97E6A2C544040F9A067B3AA1A40
2685,7416.00000000,Beruwala,,,,site,,Sri Lanka,Basnahira Palata,6.47690000000,79.9823000000,,shoreline placer,,,"GAR, Ti, Zr, REE",,,,,Deposit,,monazite,"garnet, zircon, ilmenite, rutile, garnet","sillimanite, spinel",,,,,"laterite, sandy clay, sandy gravel",,,,,Deposit is about 1 km long on a beach between the Beruwala and Maggona headlands; deposit is seasonal.,ESCAP (1989); ESCAP and ABMRGG (1988); Neary and Highley (1984); Overstreet (1967); Peiris (2013); Rupasinghe and others (1983); Valsangkar (2001); Wijayananda (2001); Wickremeratne (1986),,,,Past byproduct producer,Exploited from 1967–1971.,"1) 1918–1920, 2) 1957–1971",1) Peiris (2013); 2) Wickremeratne (1986),"1) Production reportedly shipped to Japan, sand contained about 15% monazite, 450 t monazite produced from 0.003 Mt ore 1918–1920;  2) Production reputedly had commercial return of $100,000, 500 t monazite produced 1957–1971.",,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000001CB7D100DEFE5340C0D93D7958E81940
2686,7417.00000000,Beruwala offshore,,,,district or area,,Sri Lanka,Basnahira Palata,6.45720000000,79.9665000000,Offshore resource at Beruwala.,shoreline placer,,,"Ti, REE, Zr, GAR",,,,,Occurrence,,monazite,"ilmenite, zircon, rutile, garnet","sillimanite, pyroxene",,,,,sand,,,,,Monazite is 10 to >28 percent of heavy minerals in samples.,Wickremeratne (1986),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000064E5D022DBFD534000ED9E3C2CD41940
2687,7419.00000000,Denegama,Denagama,,,site,,Sri Lanka,Sabaragamuwa Palata,6.71700000000,80.7170000000,,other igneous deposit,pegmatites,,REE,,,,,Occurrence,,monazite,,,,,,,,,,,,Pegmatites are weathered.,ESCAP (1989); Overstreet (1967),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000DCCEF753E32D5440C0ED7C3F35DE1A40
2688,7420.00000000,Elahera,,,,district or area,,Sri Lanka,Uturumeda Palata,7.68410000000,80.8275000000,Mineralization probably extends into Central Province.,supergene,"laterite; placer, alluvial",,"GEM, REE",,,,,Showing,,titanite(?),"garnet, tourmaline, corundum, spinel, chrysoberyl, iolite, kornerupine, sinhalite, zircon",,,,,,"laterite, sandy clay, sandy gravel",,Precambrian metasedimentary rock and charnockite-granite-type rocks.,,,,Dissanayake and others (2000); Rupasinghe and Dissanayake (1984),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000002C5C8FC2F534544080C6DCB584BC1E40
2689,7421.00000000,Eppawala,,,,intrusion or complex,P mine,Sri Lanka,Uturumeda Palata,8.16970000000,80.4069000000,,carbonatite with residual enrichment,"meta-carbonatite, weathered crust",,"P, REE",,,,,Occurrence,,"apatite, monazite","apatite (chlorfluorapatite), ilmenite, magnetite, pyrite","calcite, dolomite, forsterite, spinel, amphibole, phlogopite, albite, enstatite, magnesite, diopside, tremolite",,,,pre 650–550 Ma,calciocarbonatite,,"Precambrian metamorphic rock, gneiss, marble",,,Monazite reported as inclusions in apatite.,Manthilake and others (2008); Pitawala and others (2003),,,open pit,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000882F4CA60A1A544040431CEBE2562040
2690,7422.00000000,Galle,,includes Hiniduma,,district or area,,Sri Lanka,Dakunu Palata,6.03100000000,80.2144000000,,shoreline placer,,,"Ti, REE, Th",,,,,Showing,,monazite,"ilmenite, gold, rutile, thorianite",,,,,,,,,,,,Overstreet (1967); Peiris (2013),,,,No production(?),,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D010C7BAB80D544080B4C876BE1F1840
2691,7423.00000000,Gin Ganga,,,,district or area,,Sri Lanka,Dakunu Palata,6.06260000000,80.1735000000,Location at mouth of Gin Ganga.,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,ilmenite,,,,,,beach sand,,,,,Concentrations of 4–5% monazite reported.,Overstreet (1967); Welch (1958),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000CC76BE9F1A0B544040EBE2361A401840
2692,7424.00000000,Hambantota,,,,district or area,,Sri Lanka,Dakunu Palata,6.11960000000,81.1056000000,,shoreline placer,,,"GAR, REE",,,,,Showing,,monazite,"garnet, ilmenite",,,,,,beach and dune sand,,,,,,ESCAP (1989); Overstreet (1967); Peiris (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000004C9D8026C24654404068226C787A1840
2727,7466.00000000,Dukenek-Tro-Samzhen,,,,site,,Tajikistan,Sughd,39.4983000000,70.1566000000,,other igneous deposit,pegmatite,,"Sn, Be, REE(?)",,,,,Showing(?),,,,,,,,,granite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000074A301BC058A514068CC5D4BC8BF4340
2728,7467.00000000,Gudzhigor,,,,district or area,,Tajikistan,Sughd,39.8342630000,70.6424870000,Insufficient data to verify location.,bauxite,"bauxite, sedimentary",stratiform,"Al, REE(?)",,,,,Showing(?),,,,,,,,,,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000C046CB811EA95140B0A14621C9EA4340
2693,7425.00000000,Induruwa,,includes Kaikawela and Polkotuwa Beaches,,district or area,,Sri Lanka,Dakunu Palata,6.37570000000,80.0089000000,,shoreline placer,,,"Zr, Ti, REE, GAR",,,,,Deposit,,monazite,"ilmenite, zircon, garnet, thorianite",,,,,,,,,,,Monazite believed derived from nearby pegmatite veins; 15-40% monazite present; monazite is thorium-rich and deposit has high radiation level.,ESCAP and ABMRGG (1988); Mahawatte and Fernando (2013); Neary and Highley (1984); Overstreet (1967); Peiris (2013),,,,Past byproduct producer,,1918-1922,Overstreet (1967),450 t monazite produced from 0.003 Mt ore in 1918.,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D03B4ED191005440006E3480B7801940
2694,7427.00000000,Kaikawela,"Kaika, Kaikawala",,Induruwa,site,,Sri Lanka,Dakunu Palata,6.39250000000,80.0053000000,South of Colombo.,shoreline placer,,,"REE, Ti, Zr, GAR",,,,,Deposit,,monazite,"ilmenite, garnet, zircon, baddeleyite, rutile, thorianite","sillimanite, spinel",,,,,beach sand,,,,Sri Lanka Geological Survey Department,"Black beach sands in locally contain as much as 40% monazite, average about 15%; exploited since 1952; deposit is 1 km long, 10 m wide and on narrow beach between two headlands; deposit is seasonal; monazite is thorium-rich and deposit has high radiation",ESCAP (1989); Mahawatte and Fernando (2013); Overstreet (1967); Peiris (2013); Rupasinghe and others (1983); Valsangkar (2001); Welch (1958); Wickremeratne (1986),,,,Past byproduct producer,"Small byproduct REE producer in 1989, 1957-58, and during World War I.",1918–1922,Welch (1958),3000 t ore containing 420 t monazite produced from 1918–1922.,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D0AACFD55600544080B81E85EB911940
2695,7428.00000000,Kalutara,"Kalu Ganga, Kaluganga",,,site,,Sri Lanka,Basnahira Palata,6.58410000000,79.9562000000,Location near mouth of Kalu Ganga.,shoreline placer,,,"Zr, Ti, REE, GAR",,,,,Deposit(?),,monazite,"zircon, ilmenite, garnet, rutile","sillimanite, spinel",,,,,beach sand,,,,,Deposit is seasonal; concentrations of 4–5% monazite reported; monazite is thorium-rich and deposit has high radiation level.,ESCAP (1989); ESCAP and ABMRGG (1988); Mahawatte and Fernando (2013); Neary and Highley (1984); Overstreet (1967); Welch (1958); Wickremeratne (1986),,,,No production(?),,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000E01B7C6132FD53400060764F1E561A40
2696,7429.00000000,Kelani Ganga,Kelani River,,,district or area,,Sri Lanka,Basnahira Palata,6.97090000000,80.1660000000,Estimated location upstream from Colombo and downstream from the mouth of the Sitawaka.,alluvial placer,,,"GEM, Ti, REE",,,,,Showing(?),,monazite,"gems, ilmenite, garnet, magnetite, zircon, rutile, spinel, pyrite, sillimanite, titanite, anatase, native platinum","(hornblende), enstatite-ferrosilite",,,,,,,,,,,ESCAP (1989); Overstreet (1967),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000B8C876BE9F0A544000BF0E9C33E21B40
2697,7430.00000000,Kelani Ganga,,,,district or area,,Sri Lanka,Basnahira Palata,6.98970000000,79.8688000000,Deposit north of mouth of Kelani Ganga.,shoreline placer,,,"Ti, REE",,,,,Occurrence,,monazite,ilmenite,,,,,,,,,,,About 2% monazite.,Welch (1958),,,,No production(?),,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000F8B0506B9AF75340C067B3EA73F51B40
2698,7431.00000000,Kokkilai,,,,district or area,,Sri Lanka,Uturu Palata,8.98300000000,80.9500000000,,shoreline placer,,,"Ti, REE",,,,,Occurrence,,monazite,"ilmenite, rutile, zircon",,,,,,beach and dune sand,,,,,Deposit confined to the beach.,ESCAP (1989); ESCAP and ABMRGG (1988); Gunasekaree (2002); Valsangkar (2001); Welch (1958),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D0CCCCCCCC3C5440C0EFA7C64BF72140
2699,7432.00000000,Kudremalai,Kudremala Point,,,district or area,,Sri Lanka,Uturu Palata,8.81430000000,79.9213000000,South of Mannar.,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,ilmenite,,,,,,beach sand,,,,,"Concentrations of as much as 22% monazite reported, but deposit is small.",ESCAP (1989); Overstreet (1967); Peiris (2013); Welch (1958); Wijayananda (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000084734694F6FA53402044FAEDEBA02140
2700,7434.00000000,Maha Oya,,,,district or area,,Sri Lanka,Wayamba  Palata,7.27400000000,79.8427000000,,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,,,,,,,beach sand,,,,,Concentrations of 7% monazite reported.,Overstreet (1967),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000B815FBCBEEF55340C06ABC7493181D40
2701,7436.00000000,Marawila,,,,district or area,,Sri Lanka,Wayamba  Palata,7.40870000000,79.8174000000,Estimated location on west coast of Sri Lanka.,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,,,,,,,beach and dune sand,,,,,Concentrations of 3–9% monazite reported.,Overstreet (1967),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000000CF0164850F453408080B74082A21D40
2702,7437.00000000,Matara,,,,district or area,,Sri Lanka,Dakunu Palata,5.95000000000,80.5330000000,,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,"ilmenite, zircon, rutile",,,,,,,,,,,,ESCAP (1989),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000002C3108AC1C22544000CDCCCCCCCC1740
2703,7438.00000000,Mullaittivu,,,,district or area,,Sri Lanka,Uturu Palata,9.27350000000,80.8037000000,Estimated location.,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,"ilmenite, rutile, zircon",,,,,,,,,,,,ESCAP (1989); ESCAP and ABMRGG (1988); Gunasekaree (2002),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000E8F21FD26F335440A0E92631088C2240
2704,7439.00000000,Nayaru,,,,district or area,,Sri Lanka,Uturu Palata,9.13200000000,80.8770000000,Estimated location.,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,"ilmenite, rutile, zircon",,,,,,,,,,,,ESCAP (1989); Gunasekaree (2002),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000E8A59BC4203854400025068195432240
2705,7440.00000000,Nuwara Eliya,,,,district or area,,Sri Lanka,Uva Palata,6.86670000000,80.9333000000,Estimated location.,other igneous deposit; alluvial placer,pegmatite,,"GEM, FLD, SIL, REE",,,,,Showing,,monazite,"amethyst, corundum, spinel, zircon, quartz, feldspar",,,,,,,,,,,Pegmatites are weathered.,Dissanayake and others (2000); ESCAP (1989); Overstreet (1967),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D856EC2FBB3B544000C66D3480771B40
2706,7441.00000000,Owella Estate,Matale,,,district or area,,Sri Lanka,Madhyama Palata,7.51740000000,80.6463000000,,shoreline placer,alluvial placer(?),,REE,,,,,Occurrence,,allanite,,,,,,,beach sand,,,,,Allanite contains 15-20% REE.,ESCAP (1989),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000ECD9ACFA5C29544080CD3B4ED1111E40
2707,7443.00000000,Polkotuwa,,,,district or area,,Sri Lanka,Basnahira Palata,6.48300000000,79.9830000000,South of Colombo.,shoreline placer,,,"Ti, Zr, REE",,,,,Deposit,,monazite,"ilmenite, zircon, baddeleyite",,,,,,beach sand,,,,Sri Lanka Geological Survey Department,"Beach sands locally contain as much as 40% monazite, average about 15%; exploited since 1952; small byproduct REE producer in 1989.",ESCAP (1989),,,,Byproduct producer,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000F8FDD478E9FE534080DF4F8D97EE1940
2708,7444.00000000,Pudavakattu,,,,district or area,,Sri Lanka,Negenahira Palata,8.85970000000,81.0777000000,Estimated location.,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,"ilmenite, rutile, zircon",,,,Pleistocene-Recent(?),,alluvium,,,,,Deposit relatively low grade.,ESCAP (1989),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000090B96B09F944544020BE30992AB82140
2729,7468.00000000,Ikar,,,,site,,Tajikistan,Gorno-Badakhshan,37.7730000000,71.6848000000,,unclassified,,,"Au, W, REE(?)",,,,,Occurrence,,,,,Carboniferous,,,,intermediate intrusions,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000441361C3D3EB514070E7FBA9F1E24240
2730,7469.00000000,Jarkutan,,,,district or area,,Tajikistan,Sughd,39.7456550000,68.8115230000,Insufficient data to verify location.,bauxite,"bauxite, sedimentary",stratiform,"Al, REE(?)",,,,,Showing(?),,,,,,,,,,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000F03C2AFEEF335140B08C7F9F71DF4340
2731,7470.00000000,Kalaktash,,,,district or area,,Tajikistan,Gorno-Badakhshan,38.2483410000,74.2906240000,Insufficient data to verify location.,bauxite,"bauxite, sedimentary","stratiform, oolitic","Al, REE(?)",,,,,Showing(?),,,diaspore,,,,,,,,,,,Ore is an oolite horizon.,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000B4DB679599925240C8A04CA3C91F4340
2709,7445.00000000,Pulmoddai,"Pulamoddai, Pulmudei",,,district or area,,Sri Lanka,Negenahira Palata,8.94800000000,80.9893000000,Mineralization extends offshore.,shoreline placer,,,"Ti, Zr, REE",,,,,Deposit,,monazite,"ilmenite, rutile, zircon, sillimanite, garnet, magnetite, tourmaline, thorianite","quartz, shell fragments",,,,,beach and dune sand,,,,Lanka Mineral Sands Corp.,"Byproduct of Ti mining; old beach deposit (1.2 m above sea level) and Modern beach. Deposit replenished by annual monsoon. Shipments suspended in 1997 due to rebellion, but looking to resume in 2003. Deposit is just over 7 km long and 0.6 km wide and is",Anstett (1986); ESCAP and ABMRGG (1988); Harben (1991); Harben and Kužvart (1996); Hedrick and Templeton (1991); Jackson and Christiansen (1993); Jayawardena (1986a); Jayawardena (1986b); Overstreet (1967); Panditharatna (1991); Peiris (2013); Valsangka,,,,Byproduct producer,,"1) 1966–1982, 2) 1984–1985",1) Jackson and Christiansen (1993); 2) Panditharatna (1991),1) 700 t monazite produced from 1.963 Mt ore from 1966–1982; 2) 1003 t monazite produced from 1984–1985.,1) 6; 2) 4.0 proven; 3) 1.593; 4) 4.0 estimated,3) 0.0013,,,,,,,,3) 0.0024 resource,1) 0.3; 2) 0.24; 3) 0.3,"2) 56% ilmenite, 6.4–8% zircon, 6.4% rutile; 3) 1.141% ilmenite, 0.087% rutile, 0.024% zircon",3) 1989,1) Jayawardena (1986b); 2) ESCAP and ABMRGG (1988); 3) Jackson and Christiansen (1993),Not compliant,,South and Central Asia,0101000020E6100000B87BF2B0503F54406037894160E52140
2710,7446.00000000,Ratnapura,,,,district or area,,Sri Lanka,Sabaragamuwa Palata,6.62600000000,80.4550000000,Estimated location south-southeast of Ratnapuri.,alluvial placer,"placer, alluvial and eluvial",,"GEM, REE",,,,,Occurrence,,"titanite, davidite, monazite","zircon, spinel, tourmaline, corundum, beryl, topaz, amethyst, andalusite, apatite, chrysoberyl, citrine, diamond, danburite, ekanite, garnet, iolite, kornerupine, scapolite, sillimanite, sinhalite",,Pleistocene–Recent(?),,Pleistocene–Recent(?),,alluvium,,Precambrian metasedimentary rock and charnockite-granite-type rocks.,,,,Dissanayake and others (2000); Rupasinghe and Dissanayake (1984),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000088EB51B81E1D5440402FDD2406811A40
2711,7447.00000000,Sitawaka Ganga,,,,district or area,,Sri Lanka,Sabaragamuwa Palata,6.92430000000,80.3426000000,Estimated location.,alluvial placer,,,"GEM, Ti, REE",,,,,Occurrence,,monazite,"ilmenite, garnet, magnetite, zircon, rutile, tourmaline, corundum","(hornblende), enstatite-ferrosilite",,,,,alluvium,,,,,,Overstreet (1967),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000008E78C28ED155440C0C5FEB27BB21B40
2712,7448.00000000,Teldeniya,,,,site(?),,Sri Lanka,Madhyama Palata,7.30000000000,80.7670000000,Estimated location near the town of Teldeniya.,other igneous deposit,pegmatites,,REE,,,,,Occurrence,,monazite,,,,,,,,,,,,Pegmatites are weathered.,ESCAP (1989); Overstreet (1967),,,,No production(?),,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000010022B87163154408033333333331D40
2713,7449.00000000,Thavikallu,Tavikallu,,,district or area,,Sri Lanka,Negenahira Palata,8.76410000000,81.1448000000,,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,"ilmenite, zircon, rutile",,Quaternary,,,,,,,,,,Gunasekaree (2002),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000801D38674449544060BF7D1D38872140
2714,7450.00000000,Tirrukkovil,"Tirukkovil, Triukkovil, Thirukkovil",,,district or area,,Sri Lanka,Negenahira Palata,7.11490000000,81.8583000000,,shoreline placer,,,"Zr, Ti, REE",,,,,Showing,,monazite,"ilmenite, zircon, rutile, thorianite",,,,,,sand,,,,,,ESCAP (1989); ESCAP and ABMRGG (1988); Overstreet (1967); Peiris (2013); Welch (1958),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000000C8A1F63EE765440003E7958A8751C40
2715,7451.00000000,Ussangoda,,,,district or area,,Sri Lanka,Sabaragamuwa Palata,6.76700000000,80.3830000000,,shoreline placer,,,REE,,,,,Showing,,,,,,,,,granite,,,,,,ESCAP (1989),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000090976E12831854400021B07268111B40
2716,7452.00000000,Walawe Ganga,,,,district or area,,Sri Lanka,Dakunu Palata,6.14150000000,81.0147000000,Estimated location along the Walawe Ganga stream.,alluvial placer,,,"Au, REE, Th",,,,,Occurrence,,"titanite, davidite, monazite, fergusonite","zircon, rutile, thorite, thorianite, gold",,,,,,,,,,,,Dissanayake and others (2000); Overstreet (1967),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000018D044D8F040544080894160E5901840
2717,7454.00000000,Agandzhan,,,,site,,Tajikistan,Gorno-Badakhshan,37.7724000000,74.7285000000,,other igneous deposit,pegmatite,,"Li, Ta, REE(?)",,,,,Showing(?),,,,,,,,,granite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000B8C876BE9FAE524020B7D100DEE24240
2718,7455.00000000,Almabulak,,,,district or area,,Tajikistan,Khatlon,38.1167000000,69.4833000000,,other igneous deposit,greisen,,REE,,,,,Occurrence,,,,,Triassic,,,,,,,,,,Alief (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000000C8A1F63EE5E5140C0B88D06F00E4340
2719,7456.00000000,Aqbasai,,,,district or area,,Tajikistan,Sughd,39.1338690000,68.2154390000,Insufficient data to verify location.,bauxite,"bauxite, sedimentary",stratiform,"Al, REE(?)",,,,,Showing(?),,,,,,,,,,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000020D2A8C0C90D51406879909E22914340
2720,7457.00000000,Aqdjilga Eksu,,,,district or area,,Tajikistan,Gorno-Badakhshan,37.9686890000,74.7799380000,Insufficient data to verify location.,bauxite,"bauxite, sedimentary",stratiform,"Al, REE(?)",,,,,Showing(?),,,,,,,,,,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000001CBA1281EAB15240607F4B00FEFB4240
2721,7458.00000000,Bashgumbez-Shegembet-Tamdy-Koluchko,Agandzhan,,,district or area,,Tajikistan,Gorno-Badakhshan,37.6796000000,73.5606000000,,alluvial placer,placer,,"REE, Ti(?), Zr(?)",,,,,Occurrence,,monazite(?),"ilmenite, zircon",,,,,,,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D488D2DEE0635240502EFF21FDD64240
2722,7461.00000000,Chokadambulak,,,,site,,Tajikistan,Sughd,40.4931520000,69.8368900000,Insufficient data to verify location; in Chokadam complex.,other igneous deposit,skarn,,"Fe, Pb, Cu, Co, Bi, REE",,,,,Showing,,,magnetite,,,,,,"limestone, granodiorite",,,,,Deposit is at contact of limestone and granodiorite and is composed of multiple ore lenses.,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000006016139B8F75514088FACF9A1F3F4440
2723,7462.00000000,Chorukh-Daron,,,,site,,Tajikistan,Sughd,40.5060000000,69.6635000000,,other igneous deposit,skarn,,"W, Mo, Fe, Pb, Zn, REE",,,,,Showing,,,"scheelite, fluorspar, molybdenite","garnet, epidote",Triassic,,,,granite,,,,,This mine produced tungsten beginning in 1945.,Alief (2011); Rundqvist (2001); Rabchevsky (1988),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000005C39B4C8766A514058E3A59BC4404440
2724,7463.00000000,Dara-i-Pioz,Dara-Pioz,,,intrusion or complex,,Tajikistan,Region of Republican Subordination,39.4170000000,70.7330000000,,carbonatite,carbonatite,,"Sr, Ba, REE",,,,,Occurrence,,calcite,"neptunite, sogdianite, tienshanite, searlesite, hyalotekite","nepheline, aegirine, quartz",,,,,"carbonatite, syenite, granite, peralkaline syenite, granosyenite, peralkaline granite, garnet-nepheline syenite",,,,,"Alkali REE-rich minerals are reported; two generations of carbonatite are present; lower total REE than most carbonatites, but LREE dominated; massif is confined to core of a large syncline formed by terrigenous-shale sediments.",Agakhanov and others (2003); Faiziev and Gafurov (2010); Faiziev and others (2010); Grew and others (1993); Kogarko and others (1995); Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000F8FDD478E9AE51405037894160B54340
2725,7464.00000000,Djilgakul,,,,district or area,,Tajikistan,Gorno-Badakhshan,38.6010630000,73.6837390000,Insufficient data to verify location.,bauxite,"bauxite, sedimentary",stratiform,"Al, REE(?)",,,,,Showing(?),,,,,,,,,,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000000003961C26B524000EBE3A1EF4C4340
2726,7465.00000000,Djilgakul,,,,district or area,,Tajikistan,Gorno-Badakhshan,38.3463650000,73.1136350000,Insufficient data to verify location.,bauxite,"bauxite, sedimentary",stratiform,"Al, REE(?)",,,,,Showing(?),,,diaspore,,,,,,"dolomite, limestone",,,,,Bauxite is at contact of dolomite and limestone.,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000982BBCCB4547524058BD35B0552C4340
